link,dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy,user-profile-link-hash
https://www.olx.pl/oferta/praca/dla-studentow-bud-studiow-technicznych-wprowadzanie-danych-do-thermo-CID4-IDUg4yy.html,2023-04-24, 831305582,Dla studentów bud./studiów technicznych Wprowadzanie danych do Thermo,Strona główna/Praca/Inżynieria/Inżynieria - Wielkopolskie/Inżynieria - Poznań/Inżynieria - Chartowo,https://www.olx.pl/oferty/uzytkownik/1LfKd/,Doświadczenie nie jest wymagane/Praca w weekendy/Elastyczny czas pracy/Rekrutacja online/Praca zdalna dozwolona,Poszukujemy studentów do wprowadzania danych o budynkach z gotowego formularza do programu arcadia thermocad podstawowe dane pod swiadectwo energetyczne.Mile widziana wersja studencka programu arcadia thermocadRozliczenie za wykonane projekty.Wprowadzenie mieszkania 30 zł nettoWprowadzenie domu/lokalu 60 zł nettoRozliczenie poprzez umowę o dzieło poprzez portal useme.plPodane stawki to stawki netto.Wymagamy minimum 4 wprowadzonych projektów dziennie.Dla osób z tygodniowym stażem wprowadzenie danych o obiekcie zajmuje 20-40 minMożliwe szkolenie online z programu thermocadPraca w 100 % zdalna.,40,80,zł, mies. brutto,"Poznań, Chartowo",Pełny etat,Umowa o dzieło,-607033223482559793
https://www.olx.pl/oferta/praca/samodzielna-ksiegowa-CID4-IDUD9Om.html,2023-05-19, 836807326,Samodzielna Księgowa,Strona główna/Praca/Finanse / księgowość/Księgowość/Księgowość - Łódzkie/Księgowość - Rzgów,https://www.olx.pl/oferty/uzytkownik/BsgiL/,Odpowiednie doświadczenie zawodowe,"Biuro rachunkowe zatrudni Samodzielną Księgową.Zakres obowiązkówaktywny udział w sporządzaniu sprawozdań finansowych według określonych standardów (np. polska ustawa o rachunkowości, IFRS, US GAAP itp.),dekretowanie i księgowanie dokumentów,księgowanie i wyliczenia rezerw, wycen walutowych, podatku odroczonego, rozliczeń międzyokresowych kosztów itp.,prowadzenie ewidencji księgowych i uzgadnianie ich z kontami księgi głównej,przygotowywanie deklaracji podatkowych oraz sprawozdań i raportów na potrzeby wewnętrzne oraz dla instytucji zewnętrznych,współpraca z instytucjami zewnętrznymi (US, ZUS, GUS, NBP),przygotowywanie przelewów bankowych i księgowanie wyciągów bankowych,potwierdzanie i uzgadnianie sald z kontrahentami i in.Poszukujemy osoby do współpracy w formie umowy o pracę lub usługi zleconej. Osoby zainteresowane prosimy o przesłanie CV na wskazany w ogłoszeniu adres email o dn. 25.05.2023 r.",,,,,Rzgów,Pełny etat,Umowa o pracę,4948342465377883183
https://www.olx.pl/oferta/praca/pracownik-magazynu-CID4-IDUCUdE.html,2023-05-19, 836747390,Pracownik magazynu,Strona główna/Praca/Prace magazynowe/Prace magazynowe - Świętokrzyskie/Prace magazynowe - Chęciny,https://www.olx.pl/oferty/uzytkownik/H6zFD/,Doświadczenie nie jest wymagane/Praca zmianowa,"Dynamicznie rozwijający się producent drabin poszukuje pracowników na stanowisko:      Pracownik Magazynu/KierowcaMiejsce pracy:  7R Solution Chęciny Logistyczna 9, 26-060 Chęciny Oferujemy atrakcyjne wynagrodzenie na poziomie od 3 900 do 4 500 zł brutto miesięcznie!Co będzie należało do Twoich obowiązków?przygotowywanie produktu do wysyłki;rozmieszczanie i układanie przyjętych towarów;załadunek i rozładunek towaru zgodnie z dokumentacją magazynową;obsługa wózka widłowego;dostawa towaru do klienta;utrzymywanie ładu i porządku na magazynie.Czego od Ciebie oczekujemy?Chęci i zaangażowania!Wymagania:prawo jazdy kat. B;uprawnienia na wózek widłowy.Na początek możemy Ci zaoferować:stabilne zatrudnienie;stawkę godzinową opartą na systemie premiowym;umowę o pracę;wolne weekendy;możliwość rozwoju i awansu zawodowego.Wyślij już teraz swoje CV!Proszę o przesyłanie CV z klauzulą:„Wyrażam zgodę na przetwarzanie moich danych osobowych w celu rekrutacji zgodnie z art. 6 ust. 1 lit. a Rozporządzenia Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (ogólne rozporządzenie o ochronie danych)”.",3900,4500,zł, mies. brutto,Chęciny,Pełny etat,Umowa o pracę,-3519092152114218337
https://www.olx.pl/oferta/praca/operator-reach-truck-wozek-widlowy-wysokiego-skladowaniapraca-od-juz-CID4-IDUCk1W.html,2023-05-18, 836608279,Operator Reach Truck-Wózek Widłowy Wysokiego Składowania>PRACA OD JUŻ>,Strona główna/Praca/Prace magazynowe/Prace magazynowe - Dolnośląskie/Prace magazynowe - Zgorzelec,http://goldfinchinvestment.olx.pl,Odpowiednie doświadczenie zawodowe/Praca zmianowa/Elastyczny czas pracy/Rekrutacja online,"Citronex Energy sp. z o.o. s.k. to spółka specjalizuje się w usługach TSL i powiązana osobowo z Citronex Trans Logistics p. z o.o. oraz Citronex Trans Energy sp. z o.o. Obecnie w odpowiedzi na potrzeby rynku uruchamiamy nową halę magazynową o powierzchni 6000m2 i poszukujemy pracowników na stanowisko:Operator Reach Truck-Wózek Widłowy Wysokiego SkładowaniaMiejsce pracy: ZgorzelecCO CI OFERUJEMY:Zatrudnienie na podstawie umowy o pracę w pełnym wymiarze czasu pracy;Wynagrodzenie rynkowe plus system premiowy;700 zł premii za polecenie pracownicze!Obiady pracownicze,ZNIŻKI NA PRODUKTY FIRMOWE!Benefity - karta Medicover Sport, możliwość przystąpienia do ubezpieczeni grupowego;Pracę w firmie o globalnym zasięgu działania;Stały kontakt z nowoczesnymi technologiami;Lokalizacja- blisko węzłów komunikacyjnych droga DK 94 oraz Autostrada A4.KLUCZOWE ZADANIA NA TWOIM STANOWISKU:Przyjmowanie i sprawdzanie dostaw pod względem zgodności z dokumentacją magazynową;Kompletacja i załadunek towarów zgodnie z otrzymanymi listami załadunkowymi;Lokowanie towarów w regałach wysokiego składowania;Kontrola stanów magazynowych;Obsługa wózka widłowego wysokiego składu;Praca ze skanerem;Udział w cyklicznych inwentaryzacjach;Dbałość o porządek w magazynie;Praca zgodnie z przepisami BHP i Ppoż. oraz wewnętrznymi procedurami;Dodatkowe prace magazynowe.NASZE OCZEKIWANIA:Aktualne uprawnienia UDT na wózki widłowe 2WJO -mile widziane 1 WJO;Umiejętność kierowania i manewrowania wózkiem wysokiego składu;Doświadczenie w kierowaniu wózkami bocznymi- Reach Truck.Skrupulatność i odpowiedzialność za powierzone zadania;Dyspozycyjność do pracy zmianowej;Prawo jazdy kat. B.Goldfinch Investments Sp. z o.o. to centrum usług wspólnych. Prowadzimy kompleksową obsługę procesów kadrowo – płacowych, rekrutacyjnych, sprawozdawczości i doradztwa oraz legalizacji pobytu i zatrudnienia cudzoziemców, bhp oraz obsługę prawną. Obsługujemy firmy z portfela małych, średnich i dużych przedsiębiorstw działających na rynku paliwowym, obrotu walutami, usług hotelowo restauracyjnych, spedycji i transportu międzynarodowego, kompleksowych usług serwisowych samochodów ciężarowych oraz myjni TIR. Świadczymy również usługi outsourcingu procesów biznesowych dla naszych kontrahentów.",,,,,Zgorzelec,Pełny etat,Umowa o pracę,-8113464805684070411
https://www.olx.pl/oferta/praca/pracownik-do-gospodarstwa-CID4-IDUp6Ms.html,2023-05-04, 833459084,Pracownik  do gospodarstwa,Strona główna/Praca/Rolnictwo i ogrodnictwo/Rolnictwo i ogrodnictwo - Kujawsko-pomorskie/Rolnictwo i ogrodnictwo - Toruń,https://www.olx.pl/oferty/uzytkownik/19aXjj/,Doświadczenie nie jest wymagane,Zatrudnię pracownika   do gospodarstwa zakwaterowanie wyżywienie    plus 2500 na rękę  mile widziane obsługa maszyn  więcej informacji pod tel,2500,22222,zł, mies. brutto,Toruń,Pełny etat,Umowa zlecenie,-6853962862994088945
https://www.olx.pl/oferta/praca/masazysta-kosmetolog-vislow-resort-CID4-IDPpsX4.html,2023-05-19, 759662630,Masażysta  / Kosmetolog Vislow Resort,"Strona główna/Praca/Fryzjerstwo, kosmetyka/Kosmetolog, kosmetyczka/Kosmetolog, kosmetyczka - Śląskie/Kosmetolog, kosmetyczka - Wisła",https://www.olx.pl/oferty/uzytkownik/SC57d/,Doświadczenie nie jest wymagane/Praca w weekendy/Elastyczny czas pracy,"Poszukujemy osoby na stanowisko Masażysty / Kosmetologa  do SPA Vislow Resort Praca na umowę zlecenie lub umowę o pracę w tygodniu jak również w co drugi weekend. Mile widziane doświadczenie.Zakres obowiązków:wykonywanie masaży wykonywanie masaży gorącymi kamieniami, gorącymi stemplami, miodem, czekoladą ( nie jest to wymagane – wyszkolimy w tym zakresie)wykonywanie zabiegów na ciałowykonywanie zabiegów kosmetycznych obsługa recepcji SPAodsprzedaż kosmetyków dostępnych w SPAOferujemy:umowa zlecenie elastyczne godziny pracywysokie wynagrodzeniapraca w dynamicznie rozwijającej się firmie",,,,,Wisła,Pełny etat,Umowa o pracę,-8980421373423135951
https://www.olx.pl/oferta/praca/operator-prasy-krawedziowej-CID4-IDTXcQs.html,2023-05-16, 826809212,Operator prasy krawędziowej,Strona główna/Praca/Produkcja/Obsługa produkcji/Obsługa produkcji - Małopolskie/Obsługa produkcji - Olkusz,https://www.olx.pl/oferty/uzytkownik/2i9lp/,Odpowiednie doświadczenie zawodowe/Praca zmianowa,"Firma Z.U.P. Certus sp. z o.o. poszukuje pracownika na stanowisku: OPERATOR PRASY KRAWĘDZIOWEJMiejsce pracy: Olkusz1  .    Zadania:a)      Praca na prasie krawędziowej CNCb)      Gięcie elementów  stalowych zgodnie z dokumentacjąc)       Kontrola jakości wykonywanych elementówd)      Konserwowanie oraz dbanie o powierzony sprzęt i narzędziae)      Praca w systemie 3 zmianowym2.       Wymagania:a)      Dobra znajomość rysunku technicznego (warunek konieczny)b)      Umiejętność posługiwania się narzędziami pomiarowymic)       Dokładność, precyzjad)      Samodzielność i dobra organizacja pracye)      Doświadczenie na podobnym stanowisku3.       Oferujemy:a)      Zatrudnienie w dobrze prosperującej firmie o między narodowym zasięgub)      Umowa o pracę – pełny etatc)       Wyposażenie w niezbędne narzędzia do pracy (w tym strój)d)      Możliwość rozwojue)      Grupowe ubezpieczenie na życief)       Parking dla pracownikówg)      Stabilne zatrudnienie",,,,,Olkusz,Pełny etat,Umowa o pracę,8042058006362483682
https://www.olx.pl/oferta/praca/praca-dla-sprzataczki-CID4-IDUDhkT.html,2023-05-19, 836836251,Praca dla sprzątaczki.,Strona główna/Praca/Sprzątanie/Sprzątanie - Wielkopolskie/Sprzątanie - Gniezno,https://www.olx.pl/oferty/uzytkownik/TspP/,Doświadczenie nie jest wymagane/Praca zmianowa,"Praca dla sprzątaczki w  placówce medycznej. Poszukujemy osoby dyspozycyjnej, zaangażowanej, niekonfliktowej, potrafiącej pracować w zespole.",22,23,zł, godz. brutto,Gniezno,Niepełny etat,Umowa zlecenie,-1366778850669700263
https://www.olx.pl/oferta/praca/spedytor-miedzynarodowy-CID4-IDUA8ga.html,2023-05-16, 836086378,Spedytor międzynarodowy,"Strona główna/Praca/Logistyka, zakupy, spedycja/Spedycja/Spedycja - Pomorskie/Spedycja - Gdańsk/Spedycja - Brętowo",https://www.olx.pl/oferty/uzytkownik/1GBmM5/,Odpowiednie doświadczenie zawodowe/Praca zdalna dozwolona,"Nerro Trans Sp. z o.o. to rodzinna, dynamicznie rozwijająca się firma transportowa z biurem w Gdańsku, a siedzibą w Warszawie. W naszej flocie znajdują się ciągniki siodłowe z naczepami typu chłodnia. Obecnie prowadzimy rekrutację na stanowisko: Spedytor międzynarodowy Twój zakres obowiązków: współpraca i utrzymywanie dobrych relacji z krajowymi i zagranicznymi kontrahentami organizowanie i planowanie transportów krajowych i międzynarodowych dbanie o wysoką jakość usług transportowych i ich terminowośćkontrolowanie dokumentacji transportowej ciągły nadzór nad przebiegiem wykonywanych transportów optymalizacja kosztów transportu Nasze wymagania:  znajomość branży TSL oraz doświadczenie na podobnym stanowisku dobra organizacja pracy własnej oraz umiejętność pracy w zespole komunikatywnośćumiejętności negocjacyjneumiejętność pracy pod presją czasuznajomość języka angielskiego w mowie i piśmie pozwalającą na swobodną komunikację Mile widziane: Doświadczenie w pracy z firmą Amazon – w przypadku braku wszystkiego nauczymy Co oferujemy: stabilne zatrudnienie w oparciu o umowę o pracę w pełnym wymiarze godzin możliwość pracy zdalnej telefon oraz laptop służbowy ciekawą i pełną wyzwań pracę",,,,,"Gdańsk, Brętowo",Pełny etat,Umowa o pracę,527554179659699862
https://www.olx.pl/oferta/praca/zabka-najwieksza-franczyza-w-polsce-dolacz-do-nas-CID4-IDLwJIo.html,2023-05-17, 702051692,Żabka – największa franczyza w Polsce – dołącz do Nas!,Strona główna/Praca/Franczyza / Własna firma/Franczyza / Własna firma - Opolskie/Franczyza / Własna firma - Lewin Brzeski,http://zabka.olx.pl,Doświadczenie nie jest wymagane,"Żabka to sieć sklepów modern convenience, której ideą funkcjonowania jest bliskość i wygoda. Już ponad 8 tys. franczyzobiorców prowadzących sklepy Żabka ułatwia życie swoim klientom oferując wygodne zakupy, bogaty pakiet usług oraz szeroką ofertę przekąsek na ciepło. Chcesz prowadzić własną działalność, ale boisz się zaczynać od zera?Otwórz swój sklep i wykorzystaj sprawdzony model biznesowy. Stań się częścią silnej marki, która przez 25 lat obecności na polskim rynku ugruntowała pozycję lidera.Nasi franczyzobiorcy otwierają sklepy zarówno w dużych miastach oraz w mniejszych miejscowościach. Być może w Twojej okolicy właśnie powstaje Żabka, a Ty możesz zostać jej franczyzobiorcą. Zapewniamy:·       Lokal - otrzymasz od nas w pełni wyposażony sklep·       Szkolenia -  zarówno przed jak i po otwarciu sklepu·       Wygoda – bez wychodzenia ze sklepu zamówisz towar, który dostarczymy bezpośrednio do Ciebie·       Bezpieczeństwo – sprawdzony przez lata model biznesowy·       Nowoczesność - proste w obsłudze narzędzia ułatwiające zarządzanie sklepem·       Polisę na Biznes – pierwsze w Polsce ubezpieczenie biznesu stworzone z TUW PZU·       Marketing – ogólnopolskie kampanie reklamowe·       Wsparcie – szybki kontakt z dedykowanym działem w firmie·       Serwis - zapewniający ciągłość funkcjonowania sklepu w przypadku awarii·       Benefity: LuxMed, MultiSport, Orlen flota. Aplikuj teraz i dowiedz się więcej o współpracy z nami. Nie wymagamy CV - wystarczy, że wypełnisz formularz, a my wkrótce się z Tobą skontaktujemy. Zachęcamy do obejrzenia Naszego filmu. Skopiuj poniższy link i wklej go do przeglądarki:youtube.com/watch?v=21026u220cg",22000,22000,zł, mies. brutto,Lewin Brzeski,Pełny etat,Inny,-5324056823029539411
https://www.olx.pl/oferta/praca/fryzjer-stylista-kreatywny-kolorysta-praca-warszawa-CID4-IDTK7eS.html,2023-05-20, 823689398,Fryzjer - Stylista kreatywny - Kolorysta - praca - Warszawa,"Strona główna/Praca/Fryzjerstwo, kosmetyka/Fryzjer, barber/Fryzjer, barber - Mazowieckie/Fryzjer, barber - Warszawa/Fryzjer, barber - Praga-Południe",https://www.olx.pl/oferty/uzytkownik/1D0nVM/,Doświadczenie nie jest wymagane,"Do naszego Zespołu w Shoo Revolution (sprawdź na: shoohair.pl) szukamy stylistów kreatywnych mających doświadczenie z niestandardowymi koloryzacjami i stylizacjami, a także osób początkujących, które chcą spróbować swoich sił w tworzeniu żywych, energetycznych fryzur, które usatysfakcjonują nawet najbardziej wymagające klientki.Jeśli jesteś bardzo doświadczonym fryzjerem. A może znasz dopiero podstawy fryzjerstwa, ale chcesz na poważnie skupić się na koloryzacjach?Jeśli odpowiedź na jedno z tych pytań jest twierdząca, aplikuj o pracę u nas.Możliwa praca na cały etat, lub na część etatu.Oferujemy szkolenie wstępne z produktów, na których pracujemy a także dalsze szkolenia rozwojowe. W salonie panuje luźna atmosfera, bez spiny i nadęcia. Stawiamy na profesjonalizm.",4000,10000,zł, mies. brutto,"Warszawa, Praga-Południe",Pełny etat,Umowa o pracę,7217402668835759105
https://www.olx.pl/oferta/praca/poszukiwana-osoba-sprzatajaca-na-obiekty-w-warszawie-CID4-IDUC9M4.html,2023-05-20, 836568856,poszukiwana osoba sprzątająca na obiekty w Warszawie,Strona główna/Praca/Sprzątanie/Sprzątanie - Mazowieckie/Sprzątanie - Warszawa/Sprzątanie - Bemowo,https://www.olx.pl/oferty/uzytkownik/Doqx7/,Odpowiednie doświadczenie zawodowe/Praca zmianowa/Praca w weekendy,Prężnie rozwijająca się firma sprzątająca pilnie poszukuje kobiety sprzątającej na obiekty w Warszawie.Warunek konieczny doświadczenie w podobnej pracy.Najważniejsze wymagane cechy pracownika:dokładnośćskrupulatnośćdyspozycyjnośćCzekamy na aplikacje bądź telefon.,2800,3500,zł, mies. brutto,"Warszawa, Bemowo",Pełny etat,Umowa zlecenie,8564516836846534061
https://www.olx.pl/oferta/praca/pracownik-produkcji-do-przyuczenia-CID4-IDU1YaQ.html,2023-05-11, 827944456,Pracownik produkcji do przyuczenia,Strona główna/Praca/Produkcja/Obsługa produkcji/Obsługa produkcji - Mazowieckie/Obsługa produkcji - Kołbiel,https://www.olx.pl/oferty/uzytkownik/Xc1D/,Doświadczenie nie jest wymagane/Rekrutacja online,"Firma PPHU Zolektr poszukuję kandydatów na stanowisko Pracownik Produkcji.Obowiązki:-praca na maszynach do obróbki blach-praca na lakierni proszkowej-przekazywanie wykonanych prac na kolejny dział-dbałość o zachowanie ciągłości produkcjiWymagania:-doświadczenie w pracy przy maszynach takich jak: prasa krawędziowa, prasa mimośrodowa, szlifierka bądź chęć nauczenia się-uczciwość, zaangażowanieOferujemy:-umowa o pracę-pracę w firmie o stabilnej pozycji rynkowej-szkolenia i okres wdrożenia-zakład pracy znajduje się w Karczewie k. Warszawy, zapewniamy bezpłatne zakwaterowanieKandydatów zainteresowanych ofertą pracy prosimy o przesyłanie CV bądź kontakt telefoniczny.",5500,6700,zł, mies. brutto,Kołbiel,Pełny etat,Umowa o pracę,-6611367342975582337
https://www.olx.pl/oferta/praca/zatrudnie-masazyste-CID4-IDJwV5W.html,2023-05-17, 672546607,Zatrudnię masażystę,Strona główna/Praca/Zdrowie/Rehabilitacja i masaż/Rehabilitacja i masaż - Kujawsko-pomorskie/Rehabilitacja i masaż - Ciechocinek,https://www.olx.pl/oferty/uzytkownik/105vF/,Odpowiednie doświadczenie zawodowe,Hotel w w Ciechocinku zatrudni masażystę / masażystkę.Możliwość zakwaterowania.Bardzo proszę o składanie ofert przez portal OLX.,,,,,Ciechocinek,Pełny etat,Umowa o pracę,550161988660846839
https://www.olx.pl/oferta/praca/specjalista-ds-marketingu-internetowego-mb-inter-car-silesia-CID4-IDLVUI0.html,2023-05-15, 708528808,Specjalista ds. marketingu internetowego MB Inter-Car Silesia,Strona główna/Praca/Marketing i PR/Marketing/Marketing - Śląskie/Marketing - Ruda Śląska,https://www.olx.pl/oferty/uzytkownik/zRh4M/,Odpowiednie doświadczenie zawodowe,"Nasza firma jest najstarszym Autoryzowanym Salonem i Serwisem Mercedes-Benz na Górnym Śląsku. Posiadamy obecnie dwa oddziały: w Rudzie Śląskiej (Inter-Car Silesia) oraz w Świerklanach k. Rybnika (Inter-Car Rybnik). Zakres usług naszej firmy obejmuje sprzedaż samochodów osobowych oraz dostawczych, serwis mechaniczny, naprawy blacharsko-lakiernicze, sprzedaż części zamiennych i akcesoriów, ubezpieczenia komunikacyjne oraz finansowanie zakupu. W związku z dynamicznym rozwojem poszukujemy pracowników na stanowisko: Młodszy specjalista ds. marketinguMiejsce pracy: Ruda Śląska Do obowiązków osoby zatrudnionej będzie należało:Kompleksowe zarządzanie profilami w social media (tworzenie treści, materiałów, moderacja, research i śledzenie trendów oraz budowanie aktywnej i zaangażowanej społeczności) dla poszczególnych kanałów (m.in. FB, IG, Tik-Tok, Linkedin)Tworzenie contentu, postów, reelsów ukierunkowane na budowanie wizerunku oraz wzrostu zasięgówTworzenie angażujących grafikFotografia wraz z obróbkąUczestniczenie w kreowaniu pomysłów oraz planowaniu działań marketingowych w poszczególnych działach Spółki,Analiza trendów, rynku i konkurencji oraz liczbowe podejście do realizowanych działań content marketingu i social mediaOrganizacja i udział w eventach, imprezach firmowych, premierach samochodów oraz innych wydarzeniach marketingowych,Analiza działań marketingowych prowadzonych przez konkurencję,Obsługa stron internetowych m.in. OtoMoto/CertifiedAktualizowanie dealerskiej strony internetowejOd kandydatów oczekujemy:posiadanie min. rocznego doświadczenie w dziale marketingu,umiejętność obsługi programów graficznych i obróbki zdjęć,doświadczenie w obsłudze social mediów,dyspozycyjności (praca również w weekendy),kreatywności, samodzielności w działaniu,umiejętność pracy pod presją czasu i zadań,bardzo dobrej organizacji pracy własnej oraz umiejętnego wyznaczania priorytetóww działaniu,prawo jazdy kategorii „B”.Co oferujemy:konkurencyjny system wynagrodzeń – podstawa plus nagroda,  pracę w stabilnej, dobrze prosperującej i stale rozwijającej się organizacji będącej liderem na rynkach motoryzacyjnych w województwie śląskim,możliwość rozwoju.",,,,,Ruda Śląska,Pełny etat,Umowa o pracę,-5769628745329167814
